
0,0,0
0,0,0
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,0
0,0,0
0,0,0
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,0
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,0
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,0
0,0,0
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,0
0,0,0
0,0,100
0,0,100
0,0,0
0,0,100
0,0,100
0,0,100
0,0,100
0,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,0,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
500,0,100
500,500,100
500,500,100
500,500,100
500,500,100
500,500,100
